"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"
"1563"	"chr17"	58668150	58668251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7428.96459147072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1564"	"chr18"	58671504	58671605	0	0	0	0	0	0	0	0	12777.6163061884	0	0	12777.6163061884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27766.6789376134	0	0	0	13534.200731204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11586.6634300732	5725.73691370249	4846.2771948359	0	0	5400.13650588581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1565"	"chr1"	58802997	58803098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1566"	"chr8"	58808156	58808257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1567"	"chr1"	58816427	58816528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12615.6182066729	0	0	0	0	0	10604.1473520426	0	0	0	0	0	0	9488.10857209462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1568"	"chr20"	58862766	58862867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7946.7576486176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1569"	"chr20"	58892414	58892515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6135.96501397503	0	0	0	29839.0967553615	0	0	0	0	0	0	0	0	0	0	0	22543.2442859884	0	0	9563.72682257606	12596.1868191413	0	0	0	11892.0389384336	11741.2684299737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1570"	"chr1"	58903692	58903793	0	0	0	0	0	0	0	1897.66578804588	0	0	0	0	0	0	0	0	0	0	10372.9639502154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9614.83999277856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12395.767888523	0	0	0	0	0	0	0	0	0	0	0	0	0	3315.83701882513	0
"1571"	"chr15"	58987588	58987689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12151.6169884484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1572"	"chr14"	59124062	59124163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1573"	"chr11"	59143120	59143221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6827.69537792972	0	0	0	0	0	0	0	0	8192.13233538601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1574"	"chr20"	59207875	59207976	0	0	0	0	9402.15582209297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1575"	"chr13"	59247224	59247325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1576"	"chr17"	59290014	59290115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1577"	"chr17"	59296363	59296464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13642.2804315985	0	0	0	0	32733.7175065185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1578"	"chr17"	59324295	59324396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13372.1362646364	0	0	0	0	0	0	0	0	0	0	0	0	12699.1103730039	0	0	0	0	0	0	0	0
"1579"	"chr17"	59348076	59348177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11318.4252652368	0	0	0	0	0	0	0	0	0	0	0	0	0	12615.6182066729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13143.1688246484	0	0	0	0	0	0	0	0	0	0	0	0	10626.9284130697	0	0	0	0	0	0
"1580"	"chr17"	59355403	59355504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29839.0967553615	14155.6057501795	18577.3996817873	0	0	0	9040.09963406736	11318.4252652368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7695.18422707347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12383.9128319355	0	0	0	11942.754762731	0	0	0	0	0
"1581"	"chr17"	59372516	59372617	0	0	0	0	0	0	0	0	0	0	0	1518.1326304367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8241.08375137016	4020.05962312588	0	0	0	10247.3952554605	6370.26265882129	0	0	0	0	0	0	9495.96074706709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4427.88683877372	0	0	0	0	0	0
"1582"	"chr15"	59570551	59570652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11942.754762731	0	0	0	0	0
"1583"	"chr20"	59682648	59682749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1584"	"chr20"	59773413	59773571	0	0	0	0	0	0	0	0	0	0	0	0	3050.79375615313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9102.40807317195	0	0	0	0	0	10000.113642121	0	0	0	0	0	0	0	0	0	0	0	0	4913.33196084926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7649.05386043703	0
"1585"	"chr2"	59775426	59775527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1586"	"chr10"	59818554	59818655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1587"	"chr14"	59870736	59870837	0	0	0	0	0	0	0	0	0	0	0	0	0	9484.29898519462	0	0	0	0	0	0	6951.89473983534	0	0	0	1090.86344323216	0	6880.94963969001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12777.6163061884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1588"	"chr20"	59902526	59902627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1589"	"chr14"	59969509	59969610	0	0	0	0	0	0	0	12777.6163061884	0	0	0	0	9434.06864959035	0	0	10626.9284130697	0	0	0	0	0	0	0	0	15272.0882052439	0	0	0	0	0	0	0	0	23367.9971257186	0	0	8648.05085020274	0	0	0	0	0	0	0	9976.25328950402	0	0	0	0	0	0	0	0	0	25291.197117707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14352.3909017801
"1590"	"chr20"	60132475	60132576	2656.73210326423	0	0	0	0	0	0	0	0	0	6244.99900759944	0	4883.51788919391	0	0	0	0	0	0	0	0	5317.85882768287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3052.2532412444	0	0	0	0	0	0	0	7159.42883129447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6538.15583561213	11788.9515908854	0	0	0	0	0	0	0
"1591"	"chr10"	60141286	60141387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10421.9163333377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6958.10788951433	0	0	0	0	0	1101.42663519109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1592"	"chr4"	60201238	60201339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16819.4447115022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1593"	"chr14"	60248634	60248735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2327.15436124274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1594"	"chr20"	60272861	60272976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11610.1708140813	13642.2804315985	11586.6634300732	0	0	0	16127.3437470904	0	0	20828.8679680186	0	0	0	10090.0670606493	0	6048.24472923837	0	11942.754762731	0	0	13447.2394828575	9749.43837255846	18388.6796577655
"1595"	"chr10"	60282985	60283086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12615.6182066729	0	0	0	0	0	0	0	0	0	10219.2621475386	0	19935.4141986695	6294.09182505606	0	8476.24051995103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17054.0174244649
"1596"	"chr5"	60287290	60287391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11813.6139376049	0	0	0	0	0	0	0	0	0	0	0	0	12917.9257513647	0	0	0	0	0	0	0	0	0	0	0	0	0	12698.659376678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1597"	"chr20"	60299903	60300004	0	0	0	0	0	0	0	0	0	0	1056.8459858998	0	0	0	0	0	0	0	0	0	0	0	11212.3609902441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9389.41486071037	0	0	0	0	0	0	0	0	0	0	0	0	0	15324.4205401498	0	0	0	0	0	0	0	8222.93513397488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1598"	"chr17"	60445927	60446028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1599"	"chr11"	60462562	60462663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1600"	"chr14"	60559606	60559707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1601"	"chr8"	60652505	60652606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6522.91300317074	0	0	0	0	0	0	0	0	0	0	43017.9748975438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1602"	"chr8"	60660569	60660670	0	0	0	4664.32906285564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38332.8489186081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1603"	"chr14"	60734672	60734773	0	0	0	0	0	0	0	0	0	0	0	12777.6163061884	0	0	0	12777.6163061884	0	0	0	0	14329.4156882464	0	0	0	0	16819.4447115022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1604"	"chr17"	60743713	60743814	0	0	0	0	0	0	0	0	0	0	0	0	0	1220.75135452878	0	0	0	0	1765.61088514528	0	0	0	0	0	0	0	0	0	0	0	6370.33582516801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5267.81125576047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1605"	"chr3"	60776118	60776219	8223.21841487825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4629.6595160821	0	0	0	0	4519.29140766956	4829.34551121858	4072.39876634715	0	0	0	0	0	3709.10739395249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16127.3437470904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1606"	"chr10"	60793637	60793738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1607"	"chr10"	60848196	60848297	0	0	0	0	0	0	0	0	12777.6163061884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19045.16377084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14560.8495174641	0
"1608"	"chr10"	60883326	60883427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11318.4252652368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1609"	"chr8"	60903231	60903332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2834.7720644046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1610"	"chr12"	61038075	61038176	0	0	0	0	0	1644.64368297309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1611"	"chr17"	61042437	61042538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1612"	"chr3"	61064700	61064801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6104.50648249908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1613"	"chr14"	61103875	61103976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1436.79088430295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33647.7229396724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3735.11337532628	0	0	0	0	0	0	0
"1614"	"chr11"	61149966	61150067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25842.2556449094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1615"	"chr20"	61272081	61272182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1616"	"chr20"	61303842	61303943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1617"	"chr17"	61317807	61317908	0	0	0	0	0	0	0	12777.6163061884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2024.17684058227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1618"	"chr17"	61323665	61323766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1619"	"chr14"	61381564	61381665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9952.15803989826	0	0	0	0	0	0	0	15739.6011094856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1620"	"chr11"	61392719	61392820	0	0	0	0	0	0	0	0	0	0	0	0	11209.8933365699	0	0	12777.6163061884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13642.2804315985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1621"	"chr8"	61453914	61454015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1622"	"chr20"	61508341	61508442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1623"	"chr14"	61514118	61514219	3415.79841848258	0	3415.79841848258	0	0	0	0	0	3415.79841848258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2801.59041218452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1624"	"chr14"	61525720	61525821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3584.2655991862	0	0	0	0	0	0	0	0	0	0	0	0	13534.200731204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16127.3437470904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1625"	"chr14"	61527007	61527108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15669.7966056668	0	0	0	0	0	0	0	0	0	0	0	6046.42044422782	11523.9340260027	0	27766.6789376134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12980.7279081726	0	0	0	0	0	0	0	0	0
"1626"	"chr11"	61532241	61532342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22641.0394197198	0	0	0
"1627"	"chr17"	61538703	61538804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13345.2478366688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1628"	"chr15"	61584518	61584619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9745.35619865907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14560.8495174641	0
"1629"	"chr11"	61588352	61588453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9453.97124921398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9617.84754370414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1630"	"chr11"	61671724	61671825	0	0	0	0	0	0	0	0	0	0	0	0	0	1596.36715592225	0	0	0	0	3751.92313092897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8345.66550910865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
