#name (cmd = mergePeaks -d 100 /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt
Merged-chr6-26533195-1	chr6	26533145	26533245	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31512	
Merged-chr6-26537647-1	chr6	26537597	26537697	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31513	
Merged-chr2-120108118-1	chr2	120108068	120108168	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19633	
Merged-chr2-120553391-1	chr2	120553341	120553441	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19650	
Merged-chr2-120630376-1	chr2	120630326	120630426	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19652	
Merged-chr6-28225194-1	chr6	28225144	28225244	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31553	
Merged-chr2-121095355-1	chr2	121095305	121095405	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19661	
Merged-chr6-28769848-1	chr6	28769798	28769898	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31566	
Merged-chr6-28940419-1	chr6	28940369	28940469	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31576	
Merged-chr6-29753114-1	chr6	29753064	29753164	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31589	
Merged-chr2-122451305-1	chr2	122451255	122451355	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19695	
Merged-chr9-127579116-1	chr9	127579066	127579166	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_39606	
Merged-chr9-127917056-1	chr9	127917006	127917106	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_39620	
Merged-chr4-98929204-1	chr4	98929154	98929254	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27608	
Merged-chr8-143431592-1	chr8	143431542	143431642	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_38037	
Merged-chr16-66552336-1	chr16	66552286	66552386	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_14009	
Merged-chr17-64074912-1	chr17	64074862	64074962	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15610	
Merged-chr9-128642871-1	chr9	128642821	128642921	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_39654	
Merged-chr12-45446267-1	chr12	45446217	45446317	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7603	
Merged-chr8-143828786-1	chr8	143828736	143828836	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_38050	
Merged-chr8-143986443-1	chr8	143986393	143986493	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_38057	
Merged-chr12-45878947-1	chr12	45878897	45878997	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7610	
Merged-chr12-46133921-1	chr12	46133871	46133971	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7616	
Merged-chr16-67260902-1	chr16	67260852	67260952	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_14027	
Merged-chr3-169086025-1	chr3	169085975	169086075	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_26048	
Merged-chr11-60625486-1	chr11	60625436	60625536	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_6011	
Merged-chr11-60915570-1	chr11	60915520	60915620	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_6018	
Merged-chr11-61332471-1	chr11	61332421	61332521	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_6029	
Merged-chr16-67572254-1	chr16	67572204	67572304	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_14041	
Merged-chr3-169765053-1	chr3	169765003	169765103	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_26062	
Merged-chr12-47377701-1	chr12	47377651	47377751	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7645	
Merged-chr16-67948303-1	chr16	67948253	67948353	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_14057	
Merged-chr11-61792134-1	chr11	61792084	61792184	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_6047	
Merged-chr4-106410096-1	chr4	106410046	106410146	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27689	
Merged-chr16-69330386-1	chr16	69330336	69330436	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_14086	
Merged-chr16-70251832-1	chr16	70251782	70251882	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_14099	
Merged-chr20-44533152-1	chr20	44533102	44533202	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_22002	
Merged-chr7-141042934-1	chr7	141042884	141042984	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_35634	
Merged-chr20-45799393-1	chr20	45799343	45799443	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_22029	
Merged-chr7-142298075-1	chr7	142298025	142298125	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_35654	
Merged-chr1-154351593-1	chr1	154351543	154351643	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_2008	
Merged-chr10-135457-1	chr10	135407	135507	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_3625	
Merged-chr20-46337802-1	chr20	46337752	46337852	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_22050	
Merged-chr20-46631504-1	chr20	46631454	46631554	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_22057	
Merged-chr3-3604461-1	chr3	3604411	3604511	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_23662	
Merged-chr7-143249088-1	chr7	143249038	143249138	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_35681	
Merged-chr7-143362305-1	chr7	143362255	143362355	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_35686	
Merged-chr20-46772982-1	chr20	46772932	46773032	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_22065	
Merged-chr7-143882973-1	chr7	143882923	143883023	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_35691	
Merged-chr3-4504942-1	chr3	4504892	4504992	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_23677	
Merged-chr13-94620419-1	chr13	94620369	94620469	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_10060	
Merged-chr1-155651694-1	chr1	155651644	155651744	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_2057	
Merged-chr14-99003645-1	chr14	99003595	99003695	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_11675	
Merged-chr14-99380689-1	chr14	99380639	99380739	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_11681	
Merged-chr13-97031202-1	chr13	97031152	97031252	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_10085	
Merged-chr1-156123565-1	chr1	156123515	156123615	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_2077	
Merged-chr10-3245311-1	chr10	3245261	3245361	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_3693	
Merged-chr10-3748217-1	chr10	3748167	3748267	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_3699	
Merged-chr1-156616751-1	chr1	156616701	156616801	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_2095	
Merged-chr1-156728685-1	chr1	156728635	156728735	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_2099	
Merged-chr6-30364819-1	chr6	30364769	30364869	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31606	
Merged-chr2-9690565-1	chr2	9690515	9690615	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_18123	
Merged-chr6-31180843-1	chr6	31180793	31180893	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31642	
Merged-chr5-125874912-1	chr5	125874862	125874962	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_30044	
Merged-chr5-127290104-1	chr5	127290054	127290154	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_30067	
Merged-chr2-128321985-1	chr2	128321935	128322035	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19770	
Merged-chr6-31815480-1	chr6	31815430	31815530	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31672	
Merged-chr5-127875777-1	chr5	127875727	127875827	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_30076	
Merged-chr5-128494727-1	chr5	128494677	128494777	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_30086	
Merged-chr9-1727532-1	chr9	1727482	1727582	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_38119	
Merged-chr3-172135378-1	chr3	172135328	172135428	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_26107	
Merged-chr3-172517002-1	chr3	172516952	172517052	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_26116	
Merged-chr9-2414727-1	chr9	2414677	2414777	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_38135	
Merged-chr17-67891956-1	chr17	67891906	67892006	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15709	
Merged-chr4-110664271-1	chr4	110664221	110664321	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27738	
Merged-chr12-49202088-1	chr12	49202038	49202138	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7704	
Merged-chr4-111641980-1	chr4	111641930	111642030	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27745	
Merged-chr4-111806521-1	chr4	111806471	111806571	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27748	
Merged-chr3-174955613-1	chr3	174955563	174955663	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_26142	
Merged-chr3-175258934-1	chr3	175258884	175258984	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_26147	
Merged-chr17-70029750-1	chr17	70029700	70029800	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15753	
Merged-chr17-70168166-1	chr17	70168116	70168216	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15757	
Merged-chr4-114603728-1	chr4	114603678	114603778	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27783	
Merged-chr12-50584070-1	chr12	50584020	50584120	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7759	
Merged-chr17-72503257-1	chr17	72503207	72503307	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15775	
Merged-chr16-74912362-1	chr16	74912312	74912412	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_14177	
Merged-chr11-66068419-1	chr11	66068369	66068469	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_6179	
Merged-chr17-73507684-1	chr17	73507634	73507734	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15795	
Merged-chr11-66289698-1	chr11	66289648	66289748	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_6184	
Merged-chr11-66439104-1	chr11	66439054	66439154	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_6191	
Merged-chr13-98653652-1	chr13	98653602	98653702	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_10106	
Merged-chr1-157193844-1	chr1	157193794	157193894	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_2109	
Merged-chr20-48036156-1	chr20	48036106	48036206	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_22146	
Merged-chr14-102125767-1	chr14	102125717	102125817	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_11747	
Merged-chr13-103411275-1	chr13	103411225	103411325	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_10148	
Merged-chr7-36185946-1	chr7	36185896	36185996	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_34183	
Merged-chr3-10192221-1	chr3	10192171	10192271	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_23778	
Merged-chr10-5660042-1	chr10	5659992	5660092	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_3745	
Merged-chr7-36527123-1	chr7	36527073	36527173	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_34192	
Merged-chr7-36765805-1	chr7	36765755	36765855	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_34194	
Merged-chr1-161198812-1	chr1	161198762	161198862	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_2166	
Merged-chr1-161726001-1	chr1	161725951	161726051	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_2177	
Merged-chr1-31715804-1	chr1	31715754	31715854	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_524	
Merged-chr10-8726575-1	chr10	8726525	8726625	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_3797	
Merged-chr6-32861329-1	chr6	32861279	32861379	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31708	
Merged-chr6-33075915-1	chr6	33075865	33075965	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31716	
Merged-chr6-33840264-1	chr6	33840214	33840314	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31746	
Merged-chr2-134692681-1	chr2	134692631	134692731	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19850	
Merged-chr2-20289283-1	chr2	20289233	20289333	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_18287	
Merged-chr4-118353036-1	chr4	118352986	118353086	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27807	
Merged-chr9-135985575-1	chr9	135985525	135985625	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_39824	
Merged-chr3-181529916-1	chr3	181529866	181529966	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_26221	
Merged-chr16-75565966-1	chr16	75565916	75566016	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_14210	
Merged-chr3-182165700-1	chr3	182165650	182165750	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_26232	
Merged-chr3-182795627-1	chr3	182795577	182795677	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_26243	
Merged-chr11-67389682-1	chr11	67389632	67389732	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_6228	
Merged-chr17-75472251-1	chr17	75472201	75472301	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15840	
Merged-chr9-137664868-1	chr9	137664818	137664918	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_39883	
Merged-chr17-75794853-1	chr17	75794803	75794903	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15861	
Merged-chr4-125071033-1	chr4	125070983	125071083	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27893	
Merged-chr11-68833051-1	chr11	68833001	68833101	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_6264	
Merged-chr11-69967705-1	chr11	69967655	69967755	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_6287	
Merged-chr3-11196550-1	chr3	11196500	11196600	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_23802	
Merged-chr3-12046516-1	chr3	12046466	12046566	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_23818	
Merged-chr7-153518812-1	chr7	153518762	153518862	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_35835	
Merged-chr14-104373336-1	chr14	104373286	104373386	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_11804	
Merged-chr14-104481527-1	chr14	104481477	104481577	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_11806	
Merged-chr14-104504533-1	chr14	104504483	104504583	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_11807	
Merged-chr20-50119772-1	chr20	50119722	50119822	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_22229	
