"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"
"2205"	"chr7"	88429548	88429649	0	0	0	0	0	0	9413.09352162055	0	0	0	0	0	0	0	0	0	8883.14957134502	0	0	0	0	0	0	0	0	0	0	0	1014.63895915035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10473.0234202537	0	0	0	0	0	0	0	0	0	0	8602.82715468685	0	4005.57031413124	8983.8926851399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2206"	"chr2"	88452619	88452720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2207"	"chr2"	88454897	88454998	0	0	0	0	0	0	0	0	0	0	9153.0124049978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6063.67433953345	0	0	0	0	0	0	0	0	0	0
"2208"	"chr10"	88565191	88565358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9628.76829065667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2209"	"chr16"	88755495	88755596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2210"	"chr8"	88843667	88843768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7463.88940576053	0	0	0
"2211"	"chr14"	88895273	88895374	9656.40123152459	0	0	0	0	0	0	0	0	0	2899.96432633304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9346.18652795382	0	0	0	0	0	0	0	9554.44120050168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2212"	"chr9"	88969712	88969813	0	0	0	0	0	0	0	0	0	0	0	0	0	9146.87529221606	11652.205105363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3774.22097195791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2213"	"chr14"	88977977	88978078	0	0	0	0	0	9656.40123152459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5209.3752039918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8602.82715468685	0	0	0	0	0	0	6905.68522412763	0	0	0	0	0	6230.81032868665	0	0	0	0	0	3164.04007417762	0	0	0
"2214"	"chr15"	89361778	89361879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3908.60290092383	4666.19855357372	0	0	0	0	0	0	3018.60432771477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5922.43398500733	0	0	0
"2215"	"chr12"	89370907	89371008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2216"	"chr16"	89453931	89454032	0	0	0	0	0	3824.31731941185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5506.52663360018	0	0	0	0	0	0	0	5726.8330805958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4085.91519683292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2217"	"chr16"	89484962	89485063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9988.2370800857	0	0	0	1744.08250045742	0	0	0	0	0	7179.79584607825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2218"	"chr16"	89508767	89508868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5681.27802419161	0	0	0	0	5113.93079716869	0	0	0	0	6664.9800717333	0	7276.39938923741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2219"	"chr1"	89524747	89524848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2220"	"chr12"	89524782	89524883	0	0	0	0	0	0	0	5528.31614465248	0	0	0	0	0	0	0	0	0	0	0	0	0	2542.65867594057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6775.08971332215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5410.38215390893	0	0	0	0	0	0	0	0
"2221"	"chr9"	89528690	89528806	2164.36579326809	0	0	0	0	0	0	0	0	0	0	0	0	7806.38494766652	0	0	0	10912.3919238288	0	0	0	0	0	0	0	3920.82075924458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10851.6714555394	0	0	0	0	0	0	0	0	5881.65186673343	0	0	0	0	0	0	0	8977.88009357683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2222"	"chr9"	89593873	89593974	0	0	0	0	0	9656.40123152459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1747.46940477801	0	0	0	0	0	0	0	0	0	0	0	0	0	9669.95181990443	0	0	0	0	0	0	0	0	9332.39710715791	8927.61623292096	0	0	0	0	0	0	0	0	9346.18652795382	8602.82715468685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2802.33546742174
"2223"	"chr9"	89603840	89603941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9564.0997257256	0	0	0	0	0	0	0	0	0	0	0	0
"2224"	"chr16"	89638622	89638723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2225"	"chr16"	89657755	89657856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878.708821966962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9070.54415705466	0	0	0	0	0	10108.4243646385
"2226"	"chr16"	89686570	89686671	0	0	0	0	0	0	0	0	11090.5202263523	0	0	0	0	0	0	0	0	0	0	8286.26398186174	8022.47317648889	6420.21315675636	0	0	0	8581.41902023602	9768.83612528488	0	4658.11522155854	8426.65439383823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2227"	"chr14"	89740221	89740322	0	0	0	0	1338.51106179415	0	0	0	4111.14111836774	0	0	0	0	0	0	9278.6819771487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1743.04543742414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9953.26550243888	0	0	0	0	0	0	0
"2228"	"chr14"	89841997	89842098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7629.92624072483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2229"	"chr13"	90055268	90055369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2230"	"chr14"	90060334	90060435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9846.3826573933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10627.3727921712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2231"	"chr15"	90264909	90265010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9768.83612528488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9341.81480795423	0	4762.68682817897	0	0	7217.84702159023	8602.82715468685	9578.55045233689	0	0	0	0	7678.19776547233	7378.67736276585	0	0	0	0	0	6657.57815941802	0	0	0	0	0	0	0	0	0
"2232"	"chr5"	90421304	90421405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19015.6532534512	0	0	0	0	0	0	0	0	0	0	4335.27555273797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3013.5785085707	0	0	0	0	0	0	0	0	0	0	0
"2233"	"chr7"	90427871	90427972	0	9656.40123152459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2234"	"chr6"	90476895	90476996	0	0	0	0	0	0	0	804.11871194899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6287.37631185839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9634.75415234169	9502.08113958215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2235"	"chr7"	90596107	90596208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2236"	"chr15"	90645972	90646073	0	0	0	0	0	0	0	0	0	0	0	0	2126.48589160967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545.121039566679	0	0	0	8192.31355590224	0	0	0	0	0	0	0	0	0	0	0	1448.71060129821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2237"	"chr14"	90646137	90646238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2238"	"chr6"	90739506	90739607	0	0	0	0	0	0	0	0	0	0	0	0	0	5071.53481549021	0	0	0	0	0	0	3892.09094700557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4993.89635169385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2239"	"chr7"	90749994	90750095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2240"	"chr8"	90754344	90754445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294.90502288345	0	0	0	9144.98567070408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2241"	"chr10"	90788108	90788209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2242"	"chr9"	90801554	90801655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2089.15746536869	0	0	0	0	2190.48928212297	0	0	0
"2243"	"chr14"	90816414	90816606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1271.98387047655	0	606.525419472216	1097.22062419488	1113.3538259848	0	0	901.430399536822	0	0	0	0	0	0	0	0	0	0	12740.4523323679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2244"	"chr15"	90822890	90822991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174.35757708776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2245"	"chr15"	90868514	90868615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6826.89161682707	0	0	0	0	0	0	6603.40075168155	0	0	0	0	0	0	0	0	0	0	0	0	0	7248.16367425434	0	0	0	16278.8060020194	0	0	0	0	9346.18652795382	8602.82715468685	9578.55045233689	0	0	0	0	9942.28172195483	9554.44120050168	0	0	0	0	0	8620.71018078233	0	9953.26550243888	0	0	0	0	0	0	0
"2246"	"chr9"	90964401	90964502	0	0	3633.10145344126	0	0	0	0	0	0	0	0	7008.19888027759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6483.27653782147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2247"	"chr1"	91016260	91016361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4519.75536349258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11325.6585372966	0	0	0	0	0	0	0	0	0	0	9942.28172195483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2248"	"chr7"	91034673	91034774	0	9656.40123152459	0	0	0	0	0	10151.9987383533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6775.08971332215	0	0	5644.7265168867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3910.47423005449	0	0	0	0	0	0	0	0
"2249"	"chr15"	91056058	91056159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2250"	"chr8"	91081775	91081876	0	9656.40123152459	2677.0221235883	0	0	9082.75363361281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8022.47317648889	0	0	0	0	0	0	0	3920.1959785401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2251"	"chr14"	91149566	91149667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6922.98546846052	0	0	0	8632.98718119227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11392.6129991044	0	0	0	0	0
"2252"	"chr5"	91163211	91163312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8602.82715468685	0	0	8983.8926851399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2253"	"chr15"	91247695	91247796	0	0	0	0	0	0	3422.94309876718	0	0	0	0	4287.36872676129	7670.53839474256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3900.14275237068	0	0	0	5375.75426445034	0	2591.02200774698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6125.0607522	0	0	0	0	0
"2254"	"chr14"	91250179	91250280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9144.98567070408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2255"	"chr7"	91278713	91278814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2256"	"chr10"	91298391	91298492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1569.82682247191	0	0	0	0	0	0	0	0	0	5612.6147972505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11136.9627475074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2257"	"chr13"	91349038	91349139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8286.26398186174	0	0	0	0	0	0	0	0	0	0	0	0	0	6922.98546846052	9669.95181990443	0	0	8632.98718119227	10891.3233762323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2258"	"chr5"	91380275	91380376	11759.7757572204	9656.40123152459	9656.40123152459	9248.52391882525	0	9656.40123152459	16152.0127473184	10151.9987383533	9656.40123152459	0	0	0	7974.32209357462	0	0	9278.6819771487	0	0	0	0	0	0	0	0	0	0	0	6796.14487518247	0	11346.7821541184	0	0	0	0	9669.95181990443	0	9176.20416603282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9223.37664745288	0	0	2571.27072660761	4434.62324365645	0	0	0	11844.8679700474	0	0	0
"2259"	"chr11"	91396662	91396763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2260"	"chr9"	91536490	91536591	0	0	0	0	0	0	0	0	0	0	0	0	0	362.252486820076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9176.20416603282	0	0	0	0	9742.73487291241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2261"	"chr8"	91597061	91597162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2262"	"chr12"	91618531	91618632	0	0	0	0	0	0	0	0	0	0	5799.92865267523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6922.98546846052	0	0	0	0	0	0	8802.37945900069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2263"	"chr4"	91682758	91682859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2264"	"chr9"	91695676	91695777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6733.72631171955	0	0	0
"2265"	"chr6"	91697396	91697497	0	0	0	0	0	0	7594.65500040049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5248.85700774863	0	0	0	0	0	0	0	0	0	0	0	0	0	7071.3791943947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5400.45995864802	0	0	0	0	0	0	0	0	0	0
"2266"	"chr12"	91920279	91920380	0	0	0	0	0	0	0	0	0	0	0	7502.89527182601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2267"	"chr7"	91941584	91941685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2268"	"chr9"	91945438	91945539	0	0	0	0	0	0	8343.42380325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6627.23449087729	9768.83612528488	0	0	0	8127.26246360609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4360.20625115033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12372.6227194564	0	0	0	0	0
"2269"	"chr8"	92051237	92051338	0	9656.40123152459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13845.970936921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2270"	"chr15"	92082427	92082528	0	0	0	0	0	0	0	0	5354.04424718625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4839.06885983148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9144.98567070408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2271"	"chr9"	92115193	92115294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2272"	"chr15"	92140864	92140965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467.7126494957	0	0	0	0	0	0	0	0	0	0	0	0	9656.40123152459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7916.49949482732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2273"	"chr12"	92543605	92543706	0	0	0	0	0	0	0	0	0	0	8428.02132341454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4275.03877220263	0	0
"2274"	"chr8"	92568893	92568994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367.472553550076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7995.90585170537	0	0
"2275"	"chr12"	92574540	92574641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9202.56238489996	9144.98567070408	0	0	0	7633.25663635639	8983.8926851399	13315.9216900798	0	0	0	9170.60966401194	6716.01528680165	0	0	0	0	0	0	0	0	0	0	0	0	0
