#name (cmd = mergePeaks -d 100 /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_30_VS_siCtrl_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_30_VS_siCtrl_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt
Merged-chr5-39074646-1	chr5	39074596	39074696	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_31780
Merged-chr19-2945092-1	chr19	2945042	2945142	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18285
Merged-chr2-12716701-1	chr2	12716651	12716751	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_19891
Merged-chr2-14192064-1	chr2	14192014	14192114	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_19897
Merged-chr8-47961390-1	chr8	47961340	47961440	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_39802
Merged-chr7-98021739-1	chr7	98021689	98021789	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38215
Merged-chr7-98223494-1	chr7	98223444	98223544	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38221
Merged-chr7-98251091-1	chr7	98251041	98251141	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38222
Merged-chr7-98520758-1	chr7	98520708	98520808	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38233
Merged-chr17-4514387-1	chr17	4514337	4514437	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_15806
Merged-chr17-4639112-1	chr17	4639062	4639162	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_15807
Merged-chr3-121855713-1	chr3	121855663	121855763	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_27823
Merged-chr17-4719918-1	chr17	4719868	4719968	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_15811
Merged-chr3-122101854-1	chr3	122101804	122101904	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_27830
Merged-chr17-4934454-1	chr17	4934404	4934504	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_15817
Merged-chr3-14170973-1	chr3	14170923	14171023	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26231
Merged-chr11-107771183-1	chr11	107771133	107771233	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7408
Merged-chr7-99631838-1	chr7	99631788	99631888	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38266
Merged-chr17-5694696-1	chr17	5694646	5694746	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_15837
Merged-chr17-6666169-1	chr17	6666119	6666219	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_15855
Merged-chr16-2212695-1	chr16	2212645	2212745	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_14256
Merged-chr7-100436497-1	chr7	100436447	100436547	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38291
Merged-chr3-15535963-1	chr3	15535913	15536013	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26277
Merged-chr3-124347538-1	chr3	124347488	124347588	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_27883
Merged-chr3-15610275-1	chr3	15610225	15610325	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26281
Merged-chr17-7455564-1	chr17	7455514	7455614	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_15873
Merged-chr17-7717406-1	chr17	7717356	7717456	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_15879
Merged-chr3-15875268-1	chr3	15875218	15875318	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26290
Merged-chr11-113906292-1	chr11	113906242	113906342	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7469
Merged-chr17-8056704-1	chr17	8056654	8056754	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_15891
Merged-chr16-3037062-1	chr16	3037012	3037112	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_14296
Merged-chr11-115471476-1	chr11	115471426	115471526	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7482
Merged-chr6-109705549-1	chr6	109705499	109705599	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_35805
Merged-chr6-109887449-1	chr6	109887399	109887499	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_35808
Merged-chr6-13675104-1	chr6	13675054	13675154	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_34216
Merged-chr20-23890228-1	chr20	23890178	23890278	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_23807
Merged-chr6-110944798-1	chr6	110944748	110944848	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_35826
Merged-chr14-64983823-1	chr14	64983773	64983873	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_11808
Merged-chr14-65020121-1	chr14	65020071	65020171	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_11812
Merged-chr20-25310057-1	chr20	25310007	25310107	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_23843
Merged-chr6-113405586-1	chr6	113405536	113405636	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_35866
Merged-chr2-171941024-1	chr2	171940974	171941074	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22242
Merged-chr2-172008895-1	chr2	172008845	172008945	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22244
Merged-chr6-16355898-1	chr6	16355848	16355948	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_34269
Merged-chr2-172232118-1	chr2	172232068	172232168	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22251
Merged-chr6-16636043-1	chr6	16635993	16636093	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_34271
Merged-chr6-17156352-1	chr6	17156302	17156402	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_34279
Merged-chr14-67392290-1	chr14	67392240	67392340	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_11848
Merged-chr2-173038387-1	chr2	173038337	173038437	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22263
Merged-chr6-17584426-1	chr6	17584376	17584476	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_34281
Merged-chr20-31555040-1	chr20	31554990	31555090	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_23876
Merged-chr1-214467254-1	chr1	214467204	214467304	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3443
Merged-chr1-214507099-1	chr1	214507049	214507149	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3444
Merged-chr14-67674260-1	chr14	67674210	67674310	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_11863
Merged-chr13-33280032-1	chr13	33279982	33280082	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_10266
Merged-chr1-215114653-1	chr1	215114603	215114703	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3457
Merged-chr13-33365455-1	chr13	33365405	33365505	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_10272
Merged-chr2-174771765-1	chr2	174771715	174771815	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22297
Merged-chr1-217319718-1	chr1	217319668	217319768	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3485
Merged-chr1-217332873-1	chr1	217332823	217332923	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3486
Merged-chr1-217394114-1	chr1	217394064	217394164	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3488
Merged-chrX-12946946-1	chrX	12946896	12946996	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_43804
Merged-chr9-69198042-1	chr9	69197992	69198092	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_42218
Merged-chr5-41414798-1	chr5	41414748	41414848	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_31807
Merged-chr4-87522068-1	chr4	87522018	87522118	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30204
Merged-chr2-14945210-1	chr2	14945160	14945260	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_19914
Merged-chr2-15009767-1	chr2	15009717	15009817	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_19916
Merged-chr5-42423816-1	chr5	42423766	42423866	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_31818
Merged-chr19-4212697-1	chr19	4212647	4212747	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18318
Merged-chrX-15202711-1	chrX	15202661	15202761	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_43836
Merged-chr4-88379005-1	chr4	88378955	88379055	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30217
Merged-chr2-15560522-1	chr2	15560472	15560572	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_19922
Merged-chr19-4400710-1	chr19	4400660	4400760	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18325
Merged-chr5-43483830-1	chr5	43483780	43483880	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_31834
Merged-chrX-16561849-1	chrX	16561799	16561899	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_43858
Merged-chr2-16757440-1	chr2	16757390	16757490	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_19944
Merged-chrX-16882310-1	chrX	16882260	16882360	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_43868
Merged-chr5-44875793-1	chr5	44875743	44875843	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_31852
Merged-chr4-91682809-1	chr4	91682759	91682859	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30252
Merged-chr2-18912383-1	chr2	18912333	18912433	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_19969
Merged-chr19-6273913-1	chr19	6273863	6273963	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18362
Merged-chr19-6393374-1	chr19	6393324	6393424	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18366
Merged-chrX-17614329-1	chrX	17614279	17614379	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_43882
Merged-chr9-75071930-1	chr9	75071880	75071980	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_42289
Merged-chr5-53035933-1	chr5	53035883	53035983	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_31876
Merged-chr9-75601531-1	chr9	75601481	75601581	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_42293
Merged-chr2-19542114-1	chr2	19542064	19542164	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_19981
Merged-chr2-19868788-1	chr2	19868738	19868838	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_19987
Merged-chr2-20008795-1	chr2	20008745	20008845	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_19989
Merged-chr5-53561053-1	chr5	53561003	53561103	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_31884
Merged-chr19-7398946-1	chr19	7398896	7398996	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18386
Merged-chr2-20130084-1	chr2	20130034	20130134	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_19996
Merged-chr4-95305216-1	chr4	95305166	95305266	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30290
Merged-chr8-55881665-1	chr8	55881615	55881715	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_39903
Merged-chr7-100650244-1	chr7	100650194	100650294	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38307
Merged-chr3-16601402-1	chr3	16601352	16601452	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26307
Merged-chr3-125374739-1	chr3	125374689	125374789	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_27910
Merged-chr1-8789746-1	chr1	8789696	8789796	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_139
Merged-chr16-3166598-1	chr16	3166548	3166648	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_14305
Merged-chr3-17841376-1	chr3	17841326	17841426	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26325
Merged-chr3-18389172-1	chr3	18389122	18389222	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26329
Merged-chr17-8375997-1	chr17	8375947	8376047	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_15911
Merged-chr3-126961443-1	chr3	126961393	126961493	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_27934
Merged-chr8-58196390-1	chr8	58196340	58196440	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_39950
Merged-chr16-3372036-1	chr16	3371986	3372086	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_14313
Merged-chr7-101959158-1	chr7	101959108	101959208	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38358
Merged-chr7-101984246-1	chr7	101984196	101984296	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38359
Merged-chr11-116880061-1	chr11	116880011	116880111	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7501
Merged-chr8-58808207-1	chr8	58808157	58808257	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_39960
Merged-chr3-19931952-1	chr3	19931902	19932002	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26348
Merged-chr8-60652556-1	chr8	60652506	60652606	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_39973
Merged-chr8-60660620-1	chr8	60660570	60660670	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_39974
Merged-chr3-20191151-1	chr3	20191101	20191201	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26356
Merged-chr8-60903282-1	chr8	60903232	60903332	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_39982
Merged-chr8-61453965-1	chr8	61453915	61454015	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_39989
Merged-chr16-4369143-1	chr16	4369093	4369193	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_14340
Merged-chr16-4416693-1	chr16	4416643	4416743	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_14343
Merged-chr3-21484476-1	chr3	21484426	21484526	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26364
Merged-chr1-10776744-1	chr1	10776694	10776794	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_191
Merged-chr3-22922592-1	chr3	22922542	22922642	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26378
Merged-chr11-118315171-1	chr11	118315121	118315221	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7542
Merged-chr3-128726071-1	chr3	128726021	128726121	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_27982
Merged-chr11-118892712-1	chr11	118892662	118892762	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7554
Merged-chr16-5429031-1	chr16	5428981	5429081	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_14375
Merged-chr11-119102574-1	chr11	119102524	119102624	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7571
Merged-chr17-14062416-1	chr17	14062366	14062466	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_15990
Merged-chr11-119600107-1	chr11	119600057	119600157	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7586
Merged-chr6-116616786-1	chr6	116616736	116616836	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_35907
Merged-chr6-116969369-1	chr6	116969319	116969419	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_35914
Merged-chr20-32579194-1	chr20	32579144	32579244	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_23909
Merged-chr2-175002763-1	chr2	175002713	175002813	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22303
