"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"
"1472"	"chr7"	54782964	54783065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4514.18001492989	0	0	0	0	2367.32219682151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1473"	"chr12"	54854152	54854253	0	0	0	0	0	0	0	0	0	0	0	2615.97588460352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1474"	"chr3"	54882608	54882709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14614.8731324432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9569.91869708266	0	0	0	0	0	0	0	0	0	0	0	0
"1475"	"chr2"	54966236	54966337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5159.55906021419	0	0	0	0	0	0	0	0	0	0	0	0	0	3981.11326069657	0	0	0	0	0	0
"1476"	"chr17"	54968637	54968738	0	0	0	0	0	0	6308.30972149391	0	0	4619.17977240592	0	0	0	0	5805.98853097525	0	0	0	0	0	8128.18943963474	7758.91879065784	9514.57363558546	0	0	0	7825.52767892201	8342.99936592414	8754.52642841505	0	0	1164.86115460494	0	0	0	4928.9820180378	6656.27885239324	0	3663.6466143989	3111.33774439399	3612.40326502611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8011.22956008316	0	0	0	0	0	0	0	0	0	0	0	0	0
"1477"	"chr1"	54973205	54973306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5162.89326603098	0	0	0	0	0	7866.93782413218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8500.49809415992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1478"	"chr15"	55004609	55004710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1479"	"chr2"	55164007	55164108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4749.0493226292	0	0	0	0	0	0	6291.91483778007	5343.38438711825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1480"	"chr19"	55166200	55166301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5564.96952428351	0	0	9514.57363558546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1107.86857846236	0	0	10431.9618102226	0	0	0	0	0	0	0	0	6282.69436453314	0	0	0	0	0	0
"1481"	"chr7"	55181316	55181432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1482"	"chr1"	55215232	55215333	0	0	0	0	0	0	0	0	0	0	0	7770.98718662409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9839.71656442201	0	0	0	0	0	0	6965.97290069093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1483"	"chr6"	55276916	55277017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7758.91879065784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298.272309586449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1484"	"chr19"	55354251	55354352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5805.98853097525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1485"	"chr15"	55358598	55358699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8342.99936592414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7429.6221087619	0	0	0	0	3507.26038048393	0	0	0	0
"1486"	"chr7"	55365639	55365740	0	0	0	0	0	0	0	1206.34981877621	0	0	0	0	0	0	0	0	0	4776.09247041036	6340.02007699488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5655.54235501771	0	0	3706.96060873063	6901.39449228985	6302.6716638879	773.933859031694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1487"	"chr7"	55366211	55366312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5798.03979391432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11298.6918852253	0	0	0	0	0	0	0	0	9569.91869708266	0	5504.78429678124	0	0	0	0	0	0	0	0	0	0
"1488"	"chr7"	55433337	55433438	7931.92396703529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7825.52767892201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8050.08050616274	0	7931.92396703529
"1489"	"chr17"	55452540	55452686	0	0	0	0	0	3898.81233459964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1801.83367386467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7341.30749365022	0	0	0	0	26204.2334284217	0	1159.55071658883	0	0	0	0	0
"1490"	"chr15"	55526594	55526695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5564.96952428351	0	0	0	0	1006.40238614637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1491"	"chr8"	55615030	55615131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1492"	"chr4"	55636212	55636313	0	0	4476.43233783525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1493"	"chr19"	55641580	55641681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1494"	"chr19"	55642145	55642246	0	0	0	0	0	0	0	5428.57418450167	0	0	0	0	0	0	5805.98853097525	0	0	0	10672.3671296007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5504.78429678124	0	0	0	0	0	0	0	0	0	0
"1495"	"chr8"	55881614	55881715	0	0	0	0	0	0	0	0	0	4619.17977240592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10286.5711680897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4253.25792835018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1496"	"chr8"	55886648	55886789	0	0	0	0	0	0	0	8023.99854131223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4360.47796739913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1497"	"chr20"	55888833	55888934	0	0	0	0	0	5452.12736502629	0	0	5658.01759671191	4619.17977240592	0	0	5813.73936983706	7106.35344560825	5805.98853097525	0	0	0	0	0	8128.18943963474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1498"	"chr1"	55893222	55893323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12614.7366936632	0	0	0	0	0	9514.57363558546	0	10064.0238614637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6628.50215110707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9569.91869708266	0	0	0	0	0	0	0	0	0	0	0	0
"1499"	"chr19"	55902048	55902149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6068.36666541072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4249.44264903201	0	0	0	0	0	0	0	0	0	0	0	0	2234.61540760203	0	0	0	0	0	0	0	0	0	0
"1500"	"chr5"	55934089	55934190	0	0	0	0	0	6187.2456614335	0	0	5658.01759671191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1477.19213019211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10630.5375962736	0	0	0
"1501"	"chr12"	55940309	55940410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2235.80892608905	0	0	0	1649.21191393638	0	0	4917.78448243038	0	0	0	0	0	0	0	0	0	6525.67654425124	0	0	0
"1502"	"chr12"	55940427	55940528	0	1139.81650658448	0	1256.5424106182	0	0	0	5600.90987289827	896.319619280198	0	0	0	0	0	3449.10209761142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1103.52045951429	0	0	0	0	0	10061.1401673747	0	0	0	7931.92396703529	0	0	8011.22956008316	0	0	6485.83496352235	0	0	0	0	0	0	10630.5375962736	0	0	0
"1503"	"chr10"	56012237	56012338	0	0	0	0	0	0	0	0	0	4481.97641282964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12705.8301250946	0	0	0	0	0	0	0	0	0	14028.6825079282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1504"	"chr12"	56079313	56079414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4196.71674111176	0	0	0	0	0	0	0	0	0	0
"1505"	"chr6"	56101261	56101362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7931.58108191308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1506"	"chr12"	56152357	56152458	0	0	0	0	0	0	0	0	5658.01759671191	0	0	0	0	0	0	0	0	0	8453.36010265628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6985.5578397567	6379.53351344742	0	0	3536.65738509567	3495.25156488259	6518.31375508982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1507"	"chr12"	56205684	56205785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8011.22956008316	0	0	0	0	0	0	0	0	0	0	0	0	0
"1508"	"chr4"	56301561	56301662	0	0	7931.92396703529	7931.92396703529	0	0	0	8702.95226403711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7065.27745216987	0	0	0	0	6525.71237532862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4660.96445301001	0	0	0	0
"1509"	"chr12"	56359937	56360038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4015.34604875666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1719.8530200685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1510"	"chr20"	56393174	56393275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3215.89031379777	0	0	785.305057615165	0	0	0	0	42641.4902666382	2621.99652812788	5723.10762775401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26042.0785186084	0	0	1615.18570153651	0	0	0	0
"1511"	"chr12"	56476928	56477029	0	0	0	0	78.5339006637165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1512"	"chr1"	56517877	56517978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1513"	"chr10"	56551199	56551300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13411.4569058938	0	0	0	0	0	0	0	0	0	7825.52767892201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1514"	"chr12"	56632448	56632549	0	0	0	0	0	0	0	0	0	0	0	7770.98718662409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8321.1340309692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2305.54867128541	0	7763.04680551867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1515"	"chr5"	56763801	56763902	0	0	0	0	0	0	0	0	0	0	0	4847.2494332437	0	0	0	8882.68164066954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8845.7070877371	0	0	0	0	0	0	0	0	0	0	0
"1516"	"chr19"	56781224	56781325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1517"	"chr20"	56859884	56859985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3215.66607435965	0	0	0	0	0	0	0	0	0	0
"1518"	"chr16"	57028176	57028277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1519"	"chr1"	57072978	57073079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1520"	"chr8"	57107670	57107809	0	0	6277.06213218763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3888.29605848898	0	0	0	0	2332.21745263875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570.046012236857	0	0	4957.80270783839	0
"1521"	"chr12"	57127859	57128038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2139.80031195011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1522"	"chrX"	57156539	57156640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8128.18943963474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1523"	"chr3"	57179700	57179801	0	0	0	0	0	0	0	0	0	0	4681.77928774165	0	0	0	0	0	0	0	0	0	0	7758.91879065784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38841.7535102089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1524"	"chr20"	57187442	57187543	0	0	0	0	7617.78836438074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1525"	"chr17"	57243224	57243325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1526"	"chr20"	57290880	57290981	0	0	0	0	0	0	5308.97352799092	0	0	320.141172345107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578.227678826682	0	9689.76488094105	0	0	0	9497.72268996876	0	0	13746.6628473485	7060.97655856304	0	0	0	0	0	0	0	0	0	0	6072.08611520936	0	0	0	0	0	7419.91649881716	0	0	0	0	5504.78429678124	0	0	9131.63792209747	0	0	0	0	8050.08050616274	0	0
"1527"	"chr16"	57300591	57300776	0	0	7631.79711422726	0	0	0	6069.61692122014	15994.6149717627	0	2946.28763861642	0	0	3708.22294941053	4532.70111665939	3703.27917110948	0	0	5128.06036597534	0	0	0	0	0	0	0	0	4991.41765466504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7763.04680551867	0	0	0	4230.26734495542	0	4973.34943704301	0	0	0	0	0	0	0	15694.7170292706	0	0	2141.52420813759	4884.30105774243	0	0	0
"1528"	"chr17"	57309670	57309771	0	0	7931.92396703529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5687.77686741179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1529"	"chr19"	57363211	57363312	0	0	0	0	7931.92396703529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2545.59306863538	2413.95100518751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7429.6221087619	0	0	0	0	0	0	0	0	0
"1530"	"chr16"	57377206	57377307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10822.3300830938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1531"	"chr3"	57397648	57397749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609.58097888262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8011.22956008316	0	0	0	0	0	0	0	0	0	0	0	0	0
"1532"	"chr19"	57435213	57435314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12705.8301250946	0	0	0	0	0	0	0	0	0	7014.34125396411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3586.09746799663	0	0	0	0	0	0	0	0	0	0	0
"1533"	"chr16"	57462698	57462799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7931.92396703529
"1534"	"chr15"	57485993	57486094	0	0	0	0	0	0	0	0	0	4619.17977240592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9497.72268996876	0	0	0	0	0	0	7931.58108191308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1535"	"chr19"	57487653	57487754	0	0	0	0	0	0	0	0	0	0	0	0	4374.69497136398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1536"	"chr4"	57499925	57500026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1903.65850932479	0	0	0	4634.3187411117	0	0	0	0	0	0	0	0	0
"1537"	"chr17"	57516612	57516713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1538"	"chr8"	57587345	57587446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9497.72268996876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1539"	"chr17"	57604291	57604392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5564.96952428351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665.70119565919	0	0	0	0	0	0	0	0	0	0	0	0	0
"1540"	"chr5"	57650399	57650515	0	0	0	0	0	6187.2456614335	0	5776.95969250499	0	0	0	5158.32770146385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3903.34688400641	0	0	0	0	0	0	0	0	1063.31448208755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1541"	"chr6"	57722677	57722778	0	0	6832.44935774437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4700.97504124393	0	9050.07512424745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1542"	"chr17"	57735891	57735992	0	0	0	0	0	1408.97673478048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5547.42268731572	0	0	0	0	0	0	0	0	0	0	0	6046.84894363859	0	0	0	0	0	0	0	0	0	0	0	0	1727.74581460002	0	0	0	2084.53674589711	0	0	0	0	0	0	0	0	0	956.445208652042	0	0
"1543"	"chr18"	57737787	57737888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7060.97655856304	0	0	0	0	0	6965.97290069093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1544"	"chr12"	57754530	57754631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5027.35181038069	0	0	0	0	9497.72268996876	0	0	0	0	0	0	7931.58108191308	0	0	0	0	0	4159.02897564845	0	7763.04680551867	0	4797.12460447312	0	0	0	0	0	8011.22956008316	0	0	0	0	0	0	0	0	0	0	0	0	0
"1545"	"chr5"	57775425	57775526	0	7195.09169782173	0	0	0	0	0	0	280.099881025062	0	0	0	0	0	0	8882.68164066954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5613.91791025914	0	0	0	0	0	0	0	0
"1546"	"chr16"	57775700	57775801	0	0	0	0	0	0	0	0	5321.89773948183	4344.77305325337	0	6232.17784273967	5468.36871420352	0	12301.7974814832	0	0	7562.14641147838	0	0	0	0	0	0	0	0	0	8260.39541180616	0	7483.18475954084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1537.23699119028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1547"	"chr3"	57803718	57803819	0	0	0	0	0	6187.2456614335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9231.96253749905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8866.05243166838	3119.27173173748	5807.27097522086	0	0	0	0	2905.69105996335	5418.8391457989	0	0	5473.01821431677	6537.86524850505	0	0	0	0	0	0	0	0	0	0	0	0
