"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"
"1819"	"chr12"	69553868	69553969	0	0	0	0	0	11223.2171567959	0	0	0	0	2053.04647095281	0	0	0	0	0	0	0	0	0	0	0	0	0	1914.10755018564	2352.48863549281	0	0	0	1948.82599082749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1820"	"chr12"	69566790	69566891	0	0	0	0	0	0	0	0	0	0	9874.17588411624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4976.76148963166	0	0	0	7570.90717014351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1821"	"chr11"	69654465	69654566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1822"	"chr11"	69675255	69675356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4732.93620250399	0	0	0	9205.94583661634	0	0	0	0	9372.92500351299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13413.7455334575	10131.5705941985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25431.0370472447	0	0	3448.63053712859	16151.8538677056	5483.75440183505	0	0	0
"1823"	"chr14"	69708971	69709072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13733.0488934773	0	11314.3501040482	0	10864.2954282615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10072.9953926497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1824"	"chr8"	69721061	69721162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10775.2116500352	0	0	0	0	0	6603.7459473267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3898.24055177097	0	0	0	14731.5430596121	0	0	0	0	0	0	0	0	0	0	0	0
"1825"	"chr2"	69741366	69741467	11223.2171567959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20538.4764781098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12226.6948542427	9952.31701987937	0	0	0	0	0	0	1494.34800404456	0	0	10513.4366396367	11903.454482051	14930.5498732657	0	0	0	13325.6437327205	12558.3305823824	17354.9644714716	0	0	0	0	0	8734.51280726035	0	0
"1826"	"chr2"	69781872	69781973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1827"	"chr15"	69853569	69853670	0	0	0	0	0	0	0	0	0	0	0	0	0	6961.72552708315	0	8623.53294604792	10775.2116500352	10074.7289056991	0	0	0	13947.5903314187	0	0	0	0	12888.5361654693	0	0	0	19606.7083124425	15882.8155340955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1828"	"chr13"	69935169	69935270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1829"	"chr2"	69946996	69947097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873.485745641941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1830"	"chr15"	69951907	69952008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8623.53294604792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7333.52152173336	0	0	0	0	0	10195.361650949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1831"	"chr14"	70046428	70046529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1832"	"chr6"	70166516	70166617	0	0	0	1444.57250532872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091.34147755027	0	0	0	0
"1833"	"chr14"	70188767	70188868	0	0	0	0	0	0	19825.2734411071	0	0	12552.3350175402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1834"	"chr11"	70195500	70195601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10846.7878620306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8203.85270509175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1835"	"chr11"	70227065	70227166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574.063870476783	0	0	0	0	0	94.6587240501753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13325.6437327205	0	0	0	0	0	0	0	0	0	0
"1836"	"chr8"	70271695	70271796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11102.0063999604	0	0	0	16888.9467641859	0	0	0	0	0	0	0	0	0	0	9240.73975535222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1837"	"chr8"	70273710	70273820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9626.34894314305
"1838"	"chr12"	70366928	70367029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9205.94583661634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9122.97399292583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1839"	"chr6"	70369446	70369547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12239.9364774717	0	0	0	10046.8194605627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1840"	"chr10"	70382603	70382704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15856.8250851852	0	0	6828.5961400689	8835.60943236387	12226.6948542427	10470.6668646642	6582.39895692442	0	6918.85234715947	0	0	6438.30649390925	7743.43965733555	0	0	0	0	0	0	0	0	13325.6437327205	12558.3305823824	17354.9644714716	0	0	7410.88689894331	11022.5489232576	11784.2381826786	0	0	0
"1841"	"chr16"	70437336	70437437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652.50696936498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1842"	"chr1"	70510216	70510317	8334.07214613844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13353.8496276245	0	0	0	0	0	0	0	0	0	0	0
"1843"	"chr15"	70517377	70517478	0	0	0	0	0	0	0	2762.95144235095	0	0	0	3729.78115572471	0	15285.5277877413	0	0	0	0	0	0	0	0	0	0	3190.1792503094	0	0	0	0	0	6794.40387064161	0	0	0	0	0	0	0	12847.1392833203	0	0	91.4924728252704	0	0	0	0	0	0	0	10131.5705941985	0	0	0	2591.74922392419	0	0	4248.41810789741	0	0	3953.34609274429	0	0	0	0	0	5173.95292637404	17338.0050262272	0	0	0	0	0	11726.0031183363	0	0	0	0	0	0	0
"1844"	"chr2"	70553376	70553477	8222.95118419007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11867.6620137499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1845"	"chr14"	70568050	70568154	0	0	0	0	0	0	0	0	0	0	0	0	4158.33854518876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4241.44520720012	0	0	0	0	0	0	0	0	0	0	0	0	3820.6904757749	0	0	0	0	0	6556.1872948435	0	0	0	0	8229.50615189507	0	11663.5490289272	0	0	0	0	0	0	35133.5493604537	0	0	0	0	0	0	0	0	0	0	0	0	7410.88689894331	0	0	0	0	0
"1846"	"chr15"	70569264	70569423	0	1694.07051422868	0	0	0	0	1810.30307404236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1847"	"chr16"	70608771	70608872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9163.62993558878	0	0	0	11921.8959169526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1848"	"chr2"	70645851	70645952	0	0	0	0	0	0	0	0	8575.38249255067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1849"	"chr16"	70703533	70703659	0	0	0	0	0	0	0	0	6397.50757380982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8200.23828788177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13720.8316735138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1850"	"chr11"	70761167	70761268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1851"	"chr16"	70771217	70771318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.501922839876	270.989802522295	0	0	0	0	0	224.046536713601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1852"	"chr15"	70825221	70825322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4338.71514480709	0	0	0	0	0	0	0	0	0	0	0	0	0	4627.17947243056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1853"	"chr2"	70862002	70862103	11223.2171567959	0	14251.9933266547	0	0	0	0	0	0	0	0	0	13950.5551193393	0	11596.0901836426	0	0	0	0	0	0	0	0	0	0	0	0	0	2911.61915213654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1854"	"chr2"	70945853	70945954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1855"	"chr2"	71007700	71007801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1856"	"chr2"	71049887	71049988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1857"	"chrX"	71103830	71103931	0	0	0	0	0	5889.41098327445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1942.27821979908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11408.2272962164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1858"	"chr15"	71114357	71114501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5395.40307155851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3463.60133565502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12202.7823950174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12866.123088435	0	0	0	0	0
"1859"	"chr3"	71208601	71208702	0	0	0	0	0	0	0	0	0	8197.44327676541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10390.8040069754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1860"	"chr15"	71279305	71279406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3302.36758629377	0	0	0	0	2328.05911705431	0	0	0	0	0	0	0	0	10195.361650949	0	0	0	0	4122.9259713545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1861"	"chr11"	71452988	71453089	0	0	0	0	0	21890.8295037938	0	0	0	0	0	0	13950.5551193393	0	0	0	0	0	9034.81826082846	9620.13798955516	0	0	0	0	0	0	0	0	0	0	0	0	0	2469.10194224912	0	0	0	0	0	1815.22809943714	0	0	5115.00012016388	0	0	0	0	0	0	0	0	0	0	0	0	13857.0345168501	0	0	0	11408.2272962164	0	0	2111.83721132297	0	0	0	0	0	0	0	0	0	0	4550.06156734807	0	0	0	4143.29453677198	0	4288.96735090103
"1862"	"chr3"	71453549	71453650	0	0	0	0	0	0	0	0	0	12936.5901711379	9874.17588411624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7134.31480076125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1863"	"chr15"	71485302	71485403	2111.29827701889	0	0	0	0	0	5575.85815531137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5155.2478024088	0	5947.01073364581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13720.8316735138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1864"	"chr10"	71494624	71494725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11596.0901836426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4478.52742888599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1865"	"chrX"	71555221	71555322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4148.59963341353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7817.33541222833	0	0	0	0	0	0	0
"1866"	"chr2"	71727806	71727907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1867"	"chr10"	71768983	71769084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1868"	"chr9"	71769442	71769543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11738.0710709982	0	0	0	0	10846.7878620306	0	0	0	16500.6951144349	0	17295.5591394609	0	0	0	0	11444.4924568706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13180.6407811858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1869"	"chr5"	71883451	71883552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13010.3290931006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4242.81545894462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1870"	"chr5"	72137994	72138095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6113.24183472776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1871"	"chr15"	72170492	72170593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1872"	"chr16"	72202449	72202550	0	0	0	0	0	0	0	0	0	0	8114.42176615669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1873"	"chr3"	72255333	72255434	0	0	0	0	0	3000.2659726058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1874"	"chr10"	72364494	72364595	0	0	0	5000.44328767633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8157.56852316596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7724.85372454897	6563.5587889295	5949.73498259901	0	0	0	5496.56396171437	0	0	0	0	0	0	0
"1875"	"chr15"	72375954	72376055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2825.96882705988	0	0	0	3061.8448527963	4236.9734643373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1876"	"chr15"	72376100	72376201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453.645046315823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1877"	"chr5"	72380138	72380239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3780.11205020215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1878"	"chr9"	72423099	72423200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1879"	"chr16"	72474594	72474695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1880"	"chr8"	72537302	72537403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12336.7324474157	0	0	0	0	0	0	0
"1881"	"chr12"	72699476	72699577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1882"	"chr11"	72814936	72815037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8428.13584507942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4256.23176244175	0	0	0	0
"1883"	"chr8"	72847350	72847451	0	0	0	0	0	0	12514.7038597114	0	0	0	9874.17588411624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1884"	"chr11"	72849050	72849151	0	0	0	0	0	0	0	0	0	0	0	10763.0827636735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1885"	"chr15"	72866261	72866362	0	0	14394.5132599211	0	0	6000.53194522282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358.88077413028	0	0	0	0	0	0	0	0	0	0	0	21525.6255057112	0	0	0	0	0	13413.7455334575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1886"	"chr4"	72909629	72909730	0	0	0	0	0	0	0	0	0	0	0	7566.12748733804	0	0	0	0	0	0	0	0	4070.32513415343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5843.97561753842	0	0	0	0	0	0	0	0	4860.82966436413
"1887"	"chr3"	72996719	72996820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11314.3501040482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13720.8316735138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
